GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p1236	trpC	1321263	1322621	-	10,00294334	fused indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase	173912
Y75_p1237	trpD	1322625	1324220	-	3,84085213	fused glutamine amidotransferase (component II) of anthranilate synthase and anthranilate phosphoribosyl transferase	173912
Y75_p1238	trpE	1324220	1325782	-	1,276391555	component I of anthranilate synthase	173912
Y75_p1239	trpL	1325874	1325918	-	0,8	trp operon leader peptide	173912
Y75_p1240	yciV	1326056	1326937	+	8,318594104	hypothetical protein	173913
Y75_p1241	yciO	1326934	1327554	+	10,05636071	hypothetical protein	173913
Y75_p1242	yciQ	1327582	1329477	+	7,27742616	inner membrane protein	173913
Y75_p1244	btuR	1330603	1331193	-	16,28595601	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	173914
Y75_p1245	yciK	1331190	1331948	-	4,588932806	oxoacyl-(acyl carrier protein) reductase, EmrKY-TolC system	173914
Y75_p1254	yciS	1343079	1343387	+	42,84466019	inner membrane protein	173915
Y75_p1255	yciM	1343394	1344563	+	31,42222222	hypothetical protein	173915
Y75_p1256	pyrF	1344757	1345494	+	15,84281843	orotidine-5'-phosphate decarboxylase	173916
Y75_p1257	yciH	1345494	1345820	+	14,51987768	hypothetical protein	173916
Y75_p1261	rnb	1349814	1351748	-	16,12919897	ribonuclease II	173917
Y75_p1262	yciW	1351816	1352943	-	4,537234043	oxidoreductase	173917
Y75_p1264	ycjD	1354243	1354596	-	19,81073446	hypothetical protein	173918
Y75_p1265	sapF	1354664	1355470	-	14,96158612	antimicrobial peptide transporter subunit	173918
Y75_p1266	sapD	1355472	1356464	-	11,08559919	antimicrobial peptide transporter subunit	173918
Y75_p1267	sapC	1356464	1357354	-	11,85858586	antimicrobial peptide transporter subunit	173918
Y75_p1268	sapB	1357341	1358306	-	10,43167702	antimicrobial peptide transporter subunit	173918
Y75_p1269	sapA	1358303	1359946	-	12,25	antimicrobial peptide transporter subunit	173918
Y75_p1273	puuD	1363956	1364720	+	16,45490196	gamma-Glu-GABA hydrolase	173919
Y75_p1274	puuR	1364747	1365304	+	7,103942652	DNA-binding transcriptional repressor	173919
Y75_p1275	puuC	1365579	1367066	+	0,967741935	gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent	173920
Y75_p1276	puuB	1367068	1368348	+	0,827478532	gamma-Glu-putrescine oxidase	173920
Y75_p1277	puuE	1368386	1369651	+	1,94628752	GABA aminotransferase, PLP-dependent	173920
Y75_p1279	pspA	1370915	1371583	+	3,506726457	regulatory protein for phage-shock-protein operon	173921
Y75_p1280	pspB	1371637	1371861	+	2,826666667	transcriptional regulator of psp operon	173921
Y75_p1281	pspC	1371861	1372220	+	3,383333333	transcriptional activator	173921
Y75_p1282	pspD	1372229	1372450	+	2,031531532	peripheral inner membrane phage-shock protein	173921
Y75_p1283	pspE	1372525	1372839	+	6,031746032	thiosulfate:cyanide sulfurtransferase	173921
Y75_p1284	ycjM	1373052	1374731	+	0,535714286	glucosyltransferase	173922
Y75_p1285	ycjN	1374745	1376037	+	0,30162413	sugar transporter subunit	173922
Y75_p1286	ycjO	1376058	1376939	+	0,359410431	sugar transporter subunit	173922
Y75_p1287	ycjP	1376926	1377768	+	0,336892052	sugar transporter subunit	173922
Y75_p1288	ycjQ	1377799	1378851	+	0,389363723	oxidoreductase	173922
Y75_p1289	ycjR	1378870	1379658	+	0,595690748	hypothetical protein	173922
Y75_p1290	ycjS	1379668	1380723	+	1,00094697	oxidoreductase	173922
Y75_p1291	ycjT	1380720	1382987	+	0,832010582	hydrolase	173922
Y75_p1292	ycjU	1382984	1383643	+	0,666666667	beta-phosphoglucomutase	173922
Y75_p1293	ycjV	1383657	1384625	+	0,295748614	sugar transporter subunit	173922
Y75_p1294	ymjB	1384625	1384738	+	0,295748614	hypothetical protein	173922
Y75_p1297	ycjX	1386953	1388350	+	2,956366237	hypothetical protein	173923
Y75_p1298	ycjF	1388347	1389408	+	4,670433145	inner membrane protein	173923
Y75_p1302	mpaA	1392706	1393494	-	15,56652949	murein peptide amidase A	173924
Y75_p1303	ymjC	1393516	1393698	-	2,246376812	oxidoreductase	173924
Y75_p1312	ogt	1402557	1403072	-	8,653100775	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	173925
Y75_p1313	abgT	1403083	1404609	-	1,311722331	cryptic aminobenzoyl-glutamate transporter	173925
Y75_p1314	abgB	1404646	1406091	-	1,514522822	peptidase, aminobenzoyl-glutamate utilization protein	173925
Y75_p1315	abgA	1406091	1407401	-	0,875667429	peptidase, aminobenzoyl-glutamate utilization protein	173925
Y75_p1321	ydaO	1413849	1414784	-	15,74038462	C32 tRNA thiolase	173926
Y75_p1322	intR	1414836	1416071	-	0,008090615	integrase	173926
Y75_p1323	ydaQ	1416073	1416288	-	0	hypothetical protein	173926
Y75_p1324	ydaC	1416367	1416576	-	0,047619048	hypothetical protein	173927
Y75_p1325	lar	1416569	1416763	-	0	restriction alleviation protein	173927
Y75_p1326	recT	1416820	1417629	-	0,049382716	recombination and repair protein	173928
Y75_p1327	recE	1417622	1420222	-	0,026912726	exonuclease VIII, 5' -> 3' specific dsDNA exonuclease	173928
Y75_p1328	racC	1420324	1420599	-	0,036231884	hypothetical protein	173929
Y75_p1329	ydaE	1420674	1420844	-	0	hypothetical protein	173929
Y75_p1330	kil	1420844	1421065	-	0	inhibitor of ftsZ, killing protein	173929
Y75_p1332	ydaF	1421992	1422147	-	0	hypothetical protein	173930
Y75_p1333	ydaG	1422158	1422292	-	0	hypothetical protein	173930
Y75_p1335	ydaS	1423201	1423497	+	0,168350168	DNA-binding transcriptional regulator	173931
Y75_p1336	ydaT	1423520	1423942	+	0	hypothetical protein	173931
Y75_p1337	ydaU	1423955	1424812	+	0	hypothetical protein	173931
Y75_p1338	ydaV	1424819	1425565	+	0	DNA replication protein	173931
Y75_p1339	ydaW	1425588	1426148	+	0,04	DNA-binding protein	173931
Y75_p1340	rzpR	1426181	1426480	+	0,054054054	defective peptidase	173931
Y75_p1341	rzoR	1426236	1426421	+	0,107526882	lipoprotein	173931
Y75_p1343	ynaK	1428213	1428476	+	0,037878788	hypothetical protein	173932
Y75_p1344	ydaY	1428457	1428816	+	0,04415011	hypothetical protein	173932
Y75_p1348	stfR	1431885	1435247	+	0,044603033	tail fiber protein	173933
Y75_p1349	tfaR	1435247	1435822	+	1,024305556	tail fiber assembly protein	173933
Y75_p1358	ydbH	1445887	1448526	+	7,803030303	hypothetical protein	173934
Y75_p1359	ynbE	1448523	1448708	+	10,36021505	lipoprotein	173934
Y75_p1360	ydbL	1448716	1449042	+	9,318042813	hypothetical protein	173934
Y75_p1365	paaA	1456763	1457692	+	0,752688172	multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	173935
Y75_p1366	paaB	1457704	1457991	+	0,486111111	multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	173935
Y75_p1367	paaC	1458000	1458746	+	0,760374833	multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	173935
Y75_p1368	paaD	1458761	1459258	+	0,775100402	multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	173935
Y75_p1369	paaE	1459266	1460336	+	0,45751634	multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	173935
Y75_p1370	paaF	1460333	1461100	+	0,677083333	enoyl-CoA hydratase-isomerase	173935
Y75_p1371	paaG	1461100	1461888	+	0,367553866	acyl-CoA hydratase	173935
Y75_p1372	paaH	1461890	1463317	+	0,602240896	3-hydroxybutyryl-CoA dehydrogenase	173935
Y75_p1373	paaI	1463307	1463729	+	0,645390071	thioesterase	173935
Y75_p1374	paaJ	1463729	1464934	+	2,212271973	beta-ketoadipyl CoA thiolase	173935
Y75_p1375	paaK	1464961	1466274	+	3,050228311	phenylacetyl-CoA ligase	173935
Y75_p1376	paaX	1466375	1467325	+	6,984227129	DNA-binding transcriptional regulator	173936
Y75_p1377	paaY	1467307	1467897	+	6,098138748	hexapeptide repeat acetyltransferase	173936
Y75_p1384	ynbA	1480457	1481062	+	1,206270627	inner membrane protein	173938
Y75_p1385	ynbB	1481062	1481958	+	0,423634337	CDP-diglyceride synthase	173938
Y75_p1386	ynbC	1481974	1483731	+	1,137656428	hydrolase	173938
Y75_p1387	ynbD	1483745	1485037	+	2,102861562	phosphatase, inner membrane protein	173938
Y75_p1395	hokB	1494758	1494907	-	8,126666667	toxic polypeptide	173939
Y75_p1396	mokB	1494798	1494965	-	9,702380952	regulatory peptide	173939
Y75_p1404	tehA	1503409	1504401	+	5,518630413	potassium-tellurite ethidium and proflavin transporter	173940
Y75_p1405	tehB	1504398	1504991	+	3,64983165	SAM-dependent methyltransferase	173940
Y75_p1413	yncN	1512122	1512298	+	10,93785311	hypothetical protein	173941
Y75_p1414	ydcQ	1512323	1512760	+	3,170263789	DNA-binding transcriptional regulator	173941
Y75_p1416	ydcS	1514490	1515635	+	0,952006981	spermidine/putrescine transporter subunit	173942
Y75_p1417	ydcT	1515653	1516666	+	0,747534517	spermidine/putrescine transporter subunit	173942
Y75_p1418	ydcU	1516667	1517608	+	1,541401274	spermidine/putrescine transporter subunit	173942
Y75_p1419	ydcV	1517598	1518392	+	0,398742138	spermidine/putrescine transporter subunit	173942
Y75_p1420	ydcW	1518414	1519838	+	2,943859649	medium chain aldehyde dehydrogenase	173942
Y75_p1423	ydcZ	1520718	1521167	-	63,59777778	inner membrane protein	173943
Y75_p1424	yncA	1521164	1521682	-	5,701348748	acyltransferase	173943
Y75_p1430	yncG	1529083	1529700	+	1,283171521	hypothetical protein	173944
Y75_p1431	yncH	1529776	1529988	+	0,441314554	hypothetical protein	173944
Y75_p1432	rhsE	1530726	1532774	+	1,723122239	rhsE element core protein RshE	173945
Y75_p1433	ydcD	1532758	1533240	+	4,298136646	hypothetical protein	173945
Y75_p1434	yncI	1533422	1534168	+	1,418406072	hypothetical protein	173946
Y75_p1435	yncM	1534212	1534412	+	1,418406072	hypothetical protein	173946
Y75_p1440	yddE	1537801	1538694	-	6,22147651	hypothetical protein	173947
Y75_p1441	narV	1538773	1539453	-	1,086637298	nitrate reductase 2 (NRZ) subunit gamma	173947
Y75_p1442	narW	1539450	1540145	-	1,206896552	nitrate reductase 2 (NRZ) subunit delta (assembly subunit)	173947
Y75_p1443	narY	1540145	1541689	-	0,433656958	nitrate reductase 2 (NRZ) subunit beta	173947
Y75_p1444	narZ	1541686	1545426	-	0,662924352	nitrate reductase 2 (NRZ) subunit alpha	173947
Y75_p1445	narU	1545508	1546896	-	0,866810655	nitrate/nitrite transporter	173947
Y75_p1447	yddK	1547594	1548550	-	0,211119459	hypothetical protein	173948
Y75_p1448	yddL	1548574	1548864	-	0,670250896	lipoprotein	173948
Y75_p1450	fdnG	1550237	1553284	+	1,445538058	formate dehydrogenase-N subunit alpha, nitrate-inducible	173949
Y75_p1451	fdnH	1553297	1554181	+	1,482485876	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible	173949
Y75_p1452	fdnI	1554174	1554827	+	3,677370031	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible	173949
Y75_p1453	yddM	1555234	1555596	-	22,98947368	DNA-binding transcriptional regulator	173950
Y75_p1454	adhP	1555664	1556674	-	4,697329377	alcohol dehydrogenase, 1-propanol preferring	173950
Y75_p1459	ddpF	1559948	1560874	-	6,070118662	D-Ala-D-Ala transporter subunit	173951
Y75_p1460	ddpD	1560867	1561853	-	0,648429585	D-Ala-D-Ala transporter subunit	173951
Y75_p1461	ddpC	1561850	1562746	-	1,161649944	D-Ala-D-Ala transporter subunit	173951
Y75_p1462	ddpB	1562743	1563765	-	0,830889541	D-Ala-D-Ala transporter subunit	173951
Y75_p1463	ddpA	1563767	1565317	-	0,842682141	D-Ala-D-Ala transporter subunit	173951
Y75_p1464	ddpX	1565331	1565912	-	0,687285223	D-Ala-D-Ala dipeptidase, Zn-dependent	173951
Y75_p1465	dos	1566170	1568569	-	1,125	cAMP phosphodiesterase, heme-regulated	173952
Y75_p1466	yddV	1568594	1569637	-	1,398409255	diguanylate cyclase	173952
Y75_p1470	pqqL	1575243	1578038	-	2,327253219	peptidase	173953
Y75_p1471	yddB	1578083	1580455	-	1,978929625	porin protein	173953
Y75_p1472	yddA	1580493	1582178	-	1,559905101	multidrug ABC transporter ATP-binding protein/membrane protein	173953
Y75_p1478	ydeR	1590629	1591132	-	0,972222222	fimbrial-like adhesin protein	173954
Y75_p1479	ydeS	1591145	1591675	-	1,657250471	fimbrial-like adhesin protein	173954
Y75_p1480	ydeT	1591689	1592837	-	2,074164629	hypothetical protein	173954
Y75_p1482	hipA	1593690	1595012	-	2,578231293	regulator with hipB	173955
Y75_p1483	hipB	1595012	1595278	-	3,404494382	DNA-binding transcriptional regulator	173955
Y75_p1486	ydeV	1601453	1603045	-	2,341494036	sugar kinase	173956
Y75_p1487	ydeW	1603124	1604077	-	1,20754717	DNA-binding transcriptional regulator	173956
Y75_p1488	ego	1604326	1605861	+	0,436197917	fused AI2 transporter subunits and ATP-binding components of ABC superfamily	173957
Y75_p1489	lsrC	1605855	1606883	+	0,713313897	AI2 transporter	173957
Y75_p1490	lsrD	1606883	1607875	+	0,852970796	AI2 transporter	173957
Y75_p1491	lsrB	1607887	1608909	+	0,606060606	AI2 transporter	173957
Y75_p1492	lsrF	1608936	1609811	+	1,779680365	aldolase	173957
Y75_p1493	lsrG	1609835	1610125	+	0,95532646	hypothetical protein	173957
Y75_p1494	tam	1610182	1610940	+	8,570487484	trans-aconitate methyltransferase	173957
Y75_p1498	yneG	1614802	1615161	-	30,51944444	hypothetical protein	173958
Y75_p1499	yneH	1615161	1616087	-	12,58683927	glutaminase	173958
Y75_p1500	yneI	1616151	1617539	-	3,360691145	aldehyde dehydrogenase	173958
Y75_p1505	marR	1621956	1622390	+	10,6091954	DNA-binding transcriptional repressor	173959
Y75_p1506	marA	1622410	1622793	+	15,84895833	DNA-binding transcriptional dual regulator	173959
Y75_p1507	marB	1622825	1623043	+	28,87214612	hypothetical protein	173959
Y75_p1521	tfaQ	1637146	1637721	-	0,711805556	tail fiber assembly protein	173960
Y75_p1522	stfQ	1637721	1638683	-	0,940809969	side tail fiber assembly protein	173960
Y75_p1523	nohA	1638634	1639203	-	0,814393939	packaging protein	173960
Y75_p1524	ynfO	1639592	1639825	+	0,47008547	hypothetical protein	173961
Y75_p1525	ydfO	1639883	1640293	+	1,309002433	hypothetical protein	173961
Y75_p1529	ydfP	1641866	1642363	-	2,048192771	hypothetical protein	173962
Y75_p1530	ydfQ	1642360	1642893	-	1,651685393	lysozyme	173962
Y75_p1531	ydfR	1642890	1643201	-	2,195512821	hypothetical protein	173962
Y75_p1532	essQ	1643206	1643421	-	2,828703704	S lysis protein	173962
Y75_p1535	ydfT	1645325	1646077	-	3,188579017	antitermination protein Q	173963
Y75_p1536	ydfU	1646091	1647140	-	2,425714286	hypothetical protein	173963
Y75_p1538	hokD	1647955	1648110	-	8,807692308	small toxic polypeptide	173964
Y75_p1539	relE	1648182	1648469	-	5,013888889	toxin of the RelE-RelB toxin-antitoxin system	173964
Y75_p1540	relB	1648469	1648708	-	8,583333333	bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/transcriptional repressor	173964
Y75_p1543	ydfW	1650010	1650159	-	0,885245902	hypothetical protein	173965
Y75_p1544	ydfX	1650182	1650472	-	2,437275986	hypothetical protein	173965
Y75_p1545	dicC	1650456	1650686	-	0,632034632	DNA-binding transcriptional regulator	173965
Y75_p1547	ydfA	1651344	1651499	+	3,814102564	hypothetical protein	173966
Y75_p1548	ydfB	1651501	1651629	+	6,186046512	hypothetical protein	173966
Y75_p1549	ydfC	1651659	1651877	+	7,283105023	hypothetical protein	173966
Y75_p1550	dicB	1652445	1652633	+	0,62962963	cell division inhibition protein	173967
Y75_p1551	ydfD	1652630	1652821	+	0,869791667	hypothetical protein	173967
Y75_p1552	ydfE	1652914	1653834	+	0,679738562	hypothetical protein	173968
Y75_p1554	intQ	1654348	1655544	+	3,341105354	defective integrase	173968
Y75_p1556	rspB	1655732	1656751	-	2,071568627	oxidoreductase	173969
Y75_p1557	rspA	1656763	1657977	-	1,356378601	dehydratase	173969
Y75_p1559	ynfB	1658644	1658985	+	35,93859649	hypothetical protein	173970
Y75_p1560	speG	1659020	1659580	+	16,96078431	spermidine N1-acetyltransferase	173970
Y75_p1563	ynfE	1660905	1663331	+	2,657601978	oxidoreductase subunit	173971
Y75_p1564	ynfF	1663392	1665815	+	1,00660066	oxidoreductase subunit	173971
Y75_p1565	ynfG	1665826	1666443	+	1,118122977	oxidoreductase, Fe-S subunit	173971
Y75_p1566	ynfH	1666445	1667299	+	3,876023392	oxidoreductase, membrane subunit	173971
Y75_p1567	dmsD	1667342	1667956	+	8,448780488	twin-argninine leader-binding protein for DmsA and TorA	173971
Y75_p1575	mdtI	1675656	1675985	-	12,35757576	multidrug efflux system transporter	173972
Y75_p1576	mdtJ	1675972	1676337	-	16,25136612	multidrug efflux system transporter	173972
Y75_p1578	pntB	1677808	1679196	-	9,480921526	pyridine nucleotide transhydrogenase subunit beta	173973
Y75_p1579	pntA	1679207	1680739	-	8,222439661	pyridine nucleotide transhydrogenase subunit alpha	173973
Y75_p1581	ydgI	1682393	1683775	+	7,005784526	arginine/ornithine antiporter transporter	173974
Y75_p1582	folM	1683812	1684534	+	23,39834025	dihydrofolate reductase isozyme	173974
Y75_p1584	rstA	1684986	1685714	+	29,4125	DNA-binding response regulator in two-component regulatory system with RstB	173975
Y75_p1585	rstB	1685718	1687019	+	29,84331797	sensory histidine kinase in two-component regulatory system with RstA	173975
Y75_p1586	tus	1687095	1688024	+	16,1516129	inhibitor of replication at Ter, DNA-binding protein	173975
Y75_p1591	uidC	1694422	1695687	-	0,589257504	outer membrane porin protein	173976
Y75_p1592	uidB	1695726	1697099	-	1,091703057	glucuronide transporter	173976
Y75_p1593	uidA	1697096	1698907	-	0,912251656	beta-D-glucuronidase	173976
Y75_p1597	malX	1702191	1703783	+	2,519146265	fused maltose and glucose-specific PTS enzyme IIBC components	173977
Y75_p1598	malY	1703793	1704965	+	5,7885763	bifunctional beta-cystathionase, PLP-dependent/regulator of maltose regulon	173977
Y75_p1604	rsxA	1708603	1709184	+	49,33505155	inner membrane subunit	173978
Y75_p1605	rsxB	1709184	1709762	+	41,44905009	iron-sulfur protein	173978
Y75_p1606	rsxC	1709755	1711977	+	30,74224022	fused 4Fe-4S ferredoxin-type protein	173978
Y75_p1607	rsxD	1711978	1713036	+	26,25967894	inner membrane oxidoreductase	173978
Y75_p1608	rsxG	1713040	1713660	+	27,95330113	oxidoreductase	173978
Y75_p1609	rsxE	1713664	1714359	+	23,20977011	inner membrane NADH-quinone reductase	173978
Y75_p1610	nth	1714359	1714994	+	21,93081761	DNA glycosylase and apyrimidinic (AP) lyase	173978
Y75_p1620	ydhI	1723861	1724097	+	17,45147679	inner membrane protein	173979
Y75_p1621	ydhJ	1724100	1724957	+	8,560606061	undecaprenyl pyrophosphate phosphatase	173979
Y75_p1622	ydhK	1724957	1726969	+	9,092896175	inner membrane protein	173979
Y75_p1623	sodC	1726970	1727491	-	11,61685824	superoxide dismutase, Cu, Zn	173980
Y75_p1624	ydhF	1727572	1728468	-	6,950947603	oxidoreductase	173980
Y75_p1625	ydhL	1728517	1728756	-	4,95	hypothetical protein	173980
Y75_p1626	ydhM	1728943	1729458	+	3,676666667	DNA-binding transcriptional regulator	173981
Y75_p1627	nemA	1729495	1730592	+	2,89435337	N-ethylmaleimide reductase, FMN-linked	173981
Y75_p1628	gloA	1730673	1731080	+	9,009803922	glyoxalase I, Ni-dependent	173981
Y75_p1644	ydhT	1751583	1752395	-	2,349323493	hypothetical protein	173982
Y75_p1645	ydhU	1752399	1753184	-	1,08524173	cytochrome	173982
Y75_p1646	ydhX	1753181	1753849	-	1,69955157	4Fe-4S ferredoxin-type protein	173982
Y75_p1647	ydhW	1753913	1754560	-	1,759259259	hypothetical protein	173982
Y75_p1648	ydhV	1754564	1756666	-	0,533523538	oxidoreductase	173982
Y75_p1649	ydhY	1756687	1757313	-	0,768740032	4Fe-4S ferredoxin-type protein	173982
Y75_p1654	sufE	1761710	1762126	-	3,860911271	sulfur acceptor protein	173983
Y75_p1655	sufS	1762139	1763359	-	3,843570844	selenocysteine lyase, PLP-dependent	173983
Y75_p1656	sufD	1763356	1764627	-	2,645440252	component of SufBCD complex	173983
Y75_p1657	sufC	1764602	1765348	-	2,46854083	component of SufBCD complex, ATP-binding component of ABC superfamily	173983
Y75_p1658	sufB	1765358	1766845	-	2,391801075	component of SufBCD complex	173983
Y75_p1659	sufA	1766854	1767222	-	2,680216802	Fe-S cluster assembly protein	173983
Y75_p1660	ydiH	1767770	1768039	-	11,27513228	hypothetical protein	173984
Y75_p1661	ydiI	1768058	1768468	-	8,381995134	hypothetical protein	173984
Y75_p1662	ydiJ	1768465	1771521	-	5,379784102	FAD-linked oxidoreductase	173984
Y75_p1666	ydiN	1775348	1776613	+	0,157977883	transporter	173985
Y75_p1667	ydiB	1776625	1777491	+	0,432525952	quinate/shikimate 5-dehydrogenase	173985
Y75_p1668	aroD	1777522	1778280	+	2,072463768	3-dehydroquinate dehydratase	173985
Y75_p1669	ydiF	1778423	1780018	+	0,263157895	fused acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit and beta subunit	173986
Y75_p1670	ydiO	1780032	1781183	+	0,730034722	acyl-CoA dehydrogenase	173986
Y75_p1672	ydiQ	1782453	1783217	+	0,858823529	hypothetical protein	173987
Y75_p1673	ydiR	1783237	1784175	+	0,790202343	electron transfer flavoprotein, FAD-binding	173987
Y75_p1674	ydiS	1784231	1785520	+	0,525581395	oxidoreductase	173987
Y75_p1675	ydiT	1785517	1785810	+	1,176870748	4Fe-4S ferredoxin-type protein	173987
Y75_p1676	ydiD	1785813	1787513	+	7,540376442	short chain acyl-CoA synthetase, anaerobic	173987
Y75_p1681	ydiU	1792644	1794080	-	37,50939457	hypothetical protein	173988
Y75_p1682	ydiV	1794143	1794856	-	17,7394958	hypothetical protein	173988
Y75_p1683	nlpC	1795103	1795567	-	20,01075269	lipoprotein	173989
Y75_p1684	btuD	1795645	1796394	-	15,096	vitamin B12 transporter subunit	173989
Y75_p1685	btuE	1796394	1796945	-	12,89311594	glutathione peroxidase	173989
Y75_p1686	btuC	1797008	1797988	-	14,7675841	vitamin B12 transporter subunit	173989
Y75_p1687	ihfA	1798089	1798388	-	106,0666667	integration host factor (IHF), DNA-binding protein subunit alpha	173990
Y75_p1688	pheT	1798393	1800780	-	42,04564489	phenylalanine tRNA synthetase subunit beta	173990
Y75_p1689	pheS	1800795	1801778	-	82,50609756	phenylalanine tRNA synthetase subunit alpha	173990
Y75_p1690	pheM	1802062	1802106	-	255,0444444	phenylalanyl-tRNA synthetase operon leader peptide	173991
Y75_p1691	rplT	1802229	1802585	-	279,4285714	50S ribosomal protein L20	173991
Y75_p1693	infC	1802932	1803474	-	303,2467772	protein chain initiation factor IF-3	173992
Y75_p1694	thrS	1803478	1805406	-	84,83307413	threonyl-tRNA synthetase	173992
Y75_p1708	chbG	1819222	1819971	-	2,664	hypothetical protein	173993
Y75_p1709	chbF	1819984	1821336	-	0,747228381	cryptic phospho-beta-glucosidase	173993
Y75_p1710	chbR	1821441	1822283	-	2,622775801	DNA-binding transcriptional dual regulator	173994
Y75_p1711	chbA	1822291	1822641	-	3,102564103	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA	173994
Y75_p1712	chbC	1822692	1824050	-	2,740986019	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC	173994
Y75_p1719	astE	1828791	1829759	-	1,564499484	succinylglutamate desuccinylase	173995
Y75_p1720	astB	1829752	1831095	-	1,890625	succinylarginine dihydrolase	173995
Y75_p1721	astD	1831092	1832570	-	1,661257606	succinylglutamic semialdehyde dehydrogenase	173995
Y75_p1722	astA	1832567	1833601	-	1,602898551	arginine succinyltransferase	173995
Y75_p1723	astC	1833598	1834818	-	1,024570025	succinylornithine transaminase, PLP-dependent	173995
Y75_p1725	ydjX	1836237	1836947	+	2,845288326	inner membrane protein	173996
Y75_p1726	ydjY	1836952	1837629	+	0,536873156	hypothetical protein	173996
Y75_p1727	ydjZ	1837644	1838351	+	1,919491525	inner membrane protein	173996
Y75_p1728	ynjA	1838351	1838899	+	3,284153005	hypothetical protein	173996
Y75_p1729	ynjB	1838909	1840075	+	3,011996572	hypothetical protein	173996
Y75_p1730	ynjC	1840093	1841583	+	3,888020833	ABC transporter membrane protein	173996
Y75_p1731	ynjD	1841583	1842236	+	3,944954128	transporter subunit	173996
Y75_p1738	topB	1847835	1849796	-	24,91182467	DNA topoisomerase III	173997
Y75_p1739	selD	1849801	1850844	-	25,10249042	selenophosphate synthase	173997
Y75_p1742	ansA	1853696	1854712	+	10,30285152	cytoplasmic L-asparaginase I	173998
Y75_p1743	pncA	1854723	1855364	+	11,23208723	nicotinamidase/pyrazinamidase	173998
Y75_p1746	ydjG	1857827	1858807	-	0,704383282	oxidoreductase	173999
Y75_p1747	ydjH	1858817	1859764	-	0,210970464	kinase	173999
Y75_p1748	ydjI	1859769	1860605	-	0,418160096	aldolase	173999
Y75_p1749	ydjJ	1860626	1861669	-	0,30651341	oxidoreductase	173999
Y75_p1750	ydjK	1861686	1863065	-	0,318115942	transporter	173999
Y75_p1751	ydjL	1863092	1864168	-	1,105849582	oxidoreductase	173999
Y75_p1752	yeaC	1864538	1864810	-	58,74358974	hypothetical protein	174000
Y75_p1753	yeaA	1864852	1865265	-	94,87439614	methionine sulfoxide reductase B	174000
Y75_p1758	yeaG	1869744	1871678	+	1,633591731	hypothetical protein	174001
Y75_p1759	yeaH	1871791	1873074	+	1,57165109	hypothetical protein	174001
Y75_p1761	yeaJ	1874877	1876367	+	8,204560698	diguanylate cyclase	174002
Y75_p1762	yeaK	1876410	1876913	+	15,04563492	hypothetical protein	174002
Y75_p1766	yeaN	1878509	1879690	+	2,851099831	transporter	174003
Y75_p1767	yeaO	1879745	1880092	+	17,49137931	hypothetical protein	174003
Y75_p1771	yoaG	1882239	1882421	-	2,316939891	hypothetical protein	174004
Y75_p1772	yeaR	1882425	1882784	-	2,933333333	hypothetical protein	174004
Y75_p1776	yeaV	1886024	1887469	+	0,587828492	transporter	174005
Y75_p1777	yeaW	1887501	1888625	+	0,583111111	2Fe-2S cluster-containing protein	174005
Y75_p1778	yeaX	1888681	1889646	+	6,421325052	oxidoreductase	174005
Y75_p1781	yeaY	1892787	1893368	-	43,83676976	lipoprotein	174006
Y75_p1782	yeaZ	1893408	1894103	-	25,50287356	peptidase	174006
Y75_p1783	yoaA	1894161	1896071	-	12,77812664	hypothetical protein	174006
Y75_p1787	pabB	1897641	1899002	+	4,89133627	aminodeoxychorismate synthase, subunit I	174007
Y75_p1788	yeaB	1899006	1899584	+	13,53540587	NUDIX hydrolase	174007
Y75_p1792	manX	1904884	1905855	+	11,00308642	fused mannose-specific PTS enzyme IIAB components	174008
Y75_p1793	manY	1905918	1906718	+	13,92384519	PTS system mannose-specific transporter subunit IIC	174008
Y75_p1794	manZ	1906722	1907582	+	12,46713615	PTS system mannose-specific transporter subunit IID	174008
Y75_p1795	yobD	1907637	1908095	+	5,912854031	inner membrane protein	174008
Y75_p1798	cspC	1910062	1910271	-	184,1428571	stress protein, member of the CspA-family	174009
Y75_p1799	yobF	1910284	1910427	-	222,1666667	hypothetical protein	174009
Y75_p1806	prc	1915604	1917652	-	86,556857	carboxy-terminal protease for penicillin-binding protein 3	174010
Y75_p1807	proQ	1917672	1918370	-	62,98998569	structural transport element	174010
