TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
559	yceD-rpmF	1149490	1150239	+	100	yceD-rpmF
560	rpmF-plsX-fabHDG	1150037	1154103	+	100	rpmF-plsX-fabHDG
561	plsX-fabHDG	1150276	1154103	+	100	plsX-fabHDG
562	fabHDG	1151215	1154103	+	100	fabHDG
563	acpP-fabF	1154274	1155879	+	100	acpP-fabF
564	acpP	1154274	1154586	+	100	acpP
565	ptsG	1160325	1162001	+	100	ptsG
566	ptsG	1160465	1162001	+	100	ptsG
567	fhuE	1162024	1164346	-	100	fhuE
568	ndh	1168691	1170088	+	100	ndh
569	comR	1170899	1171543	-	100	comR
570	bhsA	1171718	1172029	+	100	bhsA
571	bhsA	1171732	1172029	+	100	bhsA
572	ldtC	1172111	1173116	-	100	ldtC
573	mfd	1173217	1176691	-	100	mfd
574	mfd	1173217	1176727	-	100	mfd
575	pepT	1188522	1189769	+	100	pepT
576	phoQ	1191015	1192639	-	100	phoQ
577	phoPQ	1191015	1193182	-	100	phoPQ
578	phoPQ	1191015	1193190	-	100	phoPQ
579	phoPQ	1191015	1193207	-	100	phoPQ
580	hflD-purB	1193315	1195385	-	100	hflD-purB
581	icd	1197660	1199072	+	100	icd
582	icd	1197707	1199072	+	100	icd
583	iraM	1214379	1214789	-	100	iraM
584	iraM	1214379	1214822	-	100	iraM
585	bluR	1216027	1216812	-	100	bluR
586	bluF	1216963	1218205	-	100	bluF
587	ycgZ-ymgA-ariR-ymgC	1218451	1219695	+	100	ycgZ-ymgA-ariR-ymgC
588	ycgL	1230308	1230706	+	100	ycgL
589	hlyE	1232182	1233165	-	100	hlyE
590	umuDC	1233437	1235153	+	100	umuDC
591	fadR	1237604	1238397	+	100	fadR
592	fadR	1237615	1238397	+	100	fadR
593	ycgB	1238408	1239984	-	100	ycgB
594	dadAX	1240208	1242648	+	100	dadAX
595	dadAX	1240224	1242648	+	100	dadAX
596	dadAX	1240237	1242648	+	100	dadAX
597	ycgR	1246492	1247255	-	100	ycgR
598	treA	1248378	1250124	-	100	treA
599	dhaKLM	1250395	1253643	-	100	dhaKLM
600	dhaR	1253702	1255684	+	100	dhaR
601	ychF	1259420	1260581	-	100	ychF
602	pth-ychF	1259420	1261241	-	100	pth-ychF
603	ychH	1261437	1261768	+	100	ychH
604	prs	1263594	1264876	-	100	prs
605	lolB-ispE-prs	1263594	1266255	-	100	lolB-ispE-prs
606	hemA	1266282	1267669	+	100	hemA
607	hemA-prfA-prmC	1266375	1269626	+	100	hemA-prfA-prmC
608	ychQA-kdsA	1269598	1271766	+	100	ychQA-kdsA
609	kdsA	1270553	1271766	+	100	kdsA
610	chaC	1275121	1275901	+	100	chaC
611	ychO	1276459	1277877	+	100	ychO
612	narXL	1277878	1280476	-	100	narXL
613	narK	1280520	1282047	+	100	narK
614	narK	1280631	1282047	+	100	narK
615	narGHJI	1282506	1289225	+	100	narGHJI
616	tyrTV-tpr	1289708	1290364	-	100	tyrTV-tpr
617	rssAB	1291805	1293954	+	100	rssAB
618	ychJ	1291373	1291876	-	100	ychJ
619	rssB	1292919	1293954	+	100	rssB
620	galU	1294104	1295064	+	100	galU
621	hns	1295160	1295657	-	100	hns
622	adhE	1298145	1301008	-	100	adhE
623	adhE	1298145	1301112	-	100	adhE
624	oppABCDF	1303921	1309604	+	100	oppABCDF
625	clsA-yciU	1309657	1311509	-	100	clsA-yciU
626	yciI	1313405	1313728	-	100	yciI
627	tonB	1313890	1314682	+	100	tonB
628	yciCB	1315097	1316534	-	100	yciCB
629	ompW	1316827	1317494	+	100	ompW
630	yciE	1317504	1318232	-	100	yciE
631	yciGFE	1317504	1318928	-	100	yciGFE
632	yciG	1318621	1318928	-	100	yciG
633	trpCBA	1319252	1322780	-	100	trpCBA
634	trpLEDCBA	1319219	1325944	-	100	trpLEDCBA
635	trpL	1325811	1325944	-	100	trpL
636	yciVOQ	1326024	1329477	+	100	yciVOQ
637	sohB	1332120	1333217	+	100	sohB
638	sohB	1332137	1333217	+	100	sohB
639	topA	1333625	1336481	+	100	topA
640	topA	1333654	1336481	+	100	topA
641	topA	1333684	1336481	+	100	topA
642	topA	1333719	1336481	+	100	topA
643	topA	1333816	1336481	+	100	topA
644	cysB	1336624	1337710	+	100	cysB
645	ymiA-yciX	1337926	1338294	+	100	ymiA-yciX
646	acnA	1338260	1341342	+	100	acnA
647	acnA	1338617	1341342	+	100	acnA
648	acnA	1338663	1341342	+	100	acnA
649	ribA	1341348	1342026	-	100	ribA
650	ribA	1341348	1342070	-	100	ribA
651	pgpB	1342145	1342930	+	100	pgpB
652	lapAB	1342971	1344563	+	100	lapAB
653	lapAB-pyrF-yciH	1342971	1345820	+	100	lapAB-pyrF-yciH
654	lapAB	1343022	1344563	+	100	lapAB
655	pyrF-yciH	1344706	1345820	+	100	pyrF-yciH
656	osmB	1345946	1346205	-	100	osmB
657	osmB	1345946	1346312	-	100	osmB
658	yciT	1346433	1347346	-	100	yciT
659	yciZT	1346433	1347474	-	100	yciZT
660	pdeR	1347593	1349679	-	100	pdeR
661	rnb	1349778	1351780	-	100	rnb
662	rnb	1349778	1351965	-	100	rnb
663	yciW	1351816	1352968	-	100	yciW
664	fabI	1353087	1353954	-	100	fabI
665	fabI	1353087	1353957	-	100	fabI
666	puuP	1360638	1362209	-	100	puuP
667	puuAP	1360638	1363804	-	100	puuAP
668	puuDRCBE	1363888	1369651	+	100	puuDRCBE
669	puuCBE	1365564	1369651	+	100	puuCBE
670	pspF	1369654	1370765	-	100	pspF
671	pspF	1369654	1370781	-	100	pspF
672	pspABCDE	1370874	1372839	+	100	pspABCDE
673	pspF	1369654	1370876	-	100	pspF
674	ycjXF-tyrR	1386905	1391097	+	100	ycjXF-tyrR
675	tyrR	1389528	1391137	+	100	tyrR
676	tpx	1391141	1391680	-	100	tpx
677	ycjG	1391710	1392731	+	100	ycjG
678	ycjY	1393769	1394908	-	100	ycjY
679	ycjY-ymjDC-mpaA	1392706	1394908	-	100	ycjY-ymjDC-mpaA
680	ynaI	1397727	1398809	-	100	ynaI
681	uspE	1400508	1401495	-	100	uspE
682	fnr	1401610	1402388	-	100	fnr
683	ogt	1402557	1403120	-	100	ogt
684	mcaS	1408495	1408587	-	100	mcaS
685	zntB	1410860	1411869	+	100	zntB
686	fnrS	1411965	1412085	+	100	fnrS
687	ralA	1416392	1416560	+	100	ralA
688	uspF	1438021	1438477	-	100	uspF
689	ompN	1438596	1439849	-	100	ompN
690	micC	1439957	1440065	+	100	micC
691	ydbK	1440096	1443667	-	100	ydbK
692	ydbK-ompN	1438596	1443667	-	100	ydbK-ompN
693	ydbK-ompN	1438596	1443682	-	100	ydbK-ompN
694	ydbJ	1443865	1444160	+	100	ydbJ
695	hslJ	1444157	1444616	-	100	hslJ
696	ldhA	1444690	1445751	-	100	ldhA
697	feaR	1449214	1450145	-	100	feaR
698	feaR	1449214	1450185	-	100	feaR
699	feaR	1449214	1450203	-	100	feaR
700	feaB	1450206	1451899	+	100	feaB
701	feaR	1449214	1450230	-	100	feaR
702	feaB	1450328	1451854	+	100	feaB
703	tynA	1451912	1454245	-	100	tynA
704	paaZ	1454433	1456506	-	100	paaZ
705	paaABCDEFGHIJK	1456701	1466274	+	100	paaABCDEFGHIJK
706	paaXY	1466345	1467897	+	100	paaXY
707	ydbD	1477902	1480286	+	100	ydbD
708	ynbABCD	1480433	1485037	+	100	ynbABCD
709	azoR	1485091	1485740	-	100	azoR
710	aldA	1491026	1492507	+	100	aldA
711	rydC	1494279	1494342	-	100	rydC
712	sokB	1494955	1495010	+	100	sokB
713	trg	1495275	1496946	+	100	trg
714	ydcI	1496984	1497970	-	100	ydcI
715	rimL	1501579	1502313	+	100	rimL
716	tehAB	1503372	1504991	+	100	tehAB
717	sutR	1508986	1509544	+	100	sutR
718	hicAB	1512057	1512760	+	100	hicAB
719	ydcR	1512814	1514245	+	100	ydcR
720	ydcSTUV-patD	1514435	1519838	+	100	ydcSTUV-patD
721	yncE	1526063	1527204	+	100	yncE
722	ansP	1527317	1528847	-	100	ansP
723	ansP	1527317	1528856	-	100	ansP
724	yncG	1529064	1529700	+	100	yncG
725	narWV	1538773	1541523	-	100	narWV
726	narU	1545508	1546960	-	100	narU
727	narU	1545508	1546999	-	100	narU
728	yddG	1549124	1550041	-	100	yddG
729	fdnGHI	1550208	1554827	+	100	fdnGHI
730	sra	1558662	1558882	-	100	sra
731	bdm-sra	1558662	1559176	-	100	bdm-sra
732	osmC	1559432	1559892	+	100	osmC
733	osmC	1559442	1559892	+	100	osmC
734	ddpXABCDF	1559948	1565943	-	100	ddpXABCDF
735	ddpXABCDF	1559948	1566037	-	100	ddpXABCDF
736	ddpXABCDF	1559948	1566085	-	100	ddpXABCDF
737	gadBC	1571740	1574908	-	100	gadBC
738	ydeNM	1582469	1585390	-	100	ydeNM
739	safA-ydeO	1585762	1586864	-	100	safA-ydeO
740	ydeP	1587043	1589500	-	100	ydeP
741	hipBA	1593690	1595318	-	100	hipBA
742	lsrRK	1601453	1604093	-	100	lsrRK
743	lsrACDBFG-tam	1604296	1610940	+	100	lsrACDBFG-tam
744	tam	1610057	1610940	+	100	tam
745	uxaB	1612065	1613556	-	100	uxaB
746	ydeA	1619791	1621054	+	100	ydeA
747	marC	1621079	1621777	-	100	marC
748	marRAB	1621929	1623043	+	100	marRAB
749	mgtS	1625424	1625635	+	100	mgtS
750	mgrR	1625653	1625750	-	100	mgrR
751	dgcZ	1625796	1626715	-	100	dgcZ
752	ydeI	1626941	1627395	-	100	ydeI
753	ydeJ	1627524	1628127	+	100	ydeJ
754	ydfG	1630327	1631099	+	100	ydfG
755	ydfH	1631162	1631874	+	100	ydfH
756	ydfK	1635559	1636141	+	100	ydfK
757	nohA-ydfN-tfaQ	1637146	1639439	-	100	nohA-ydfN-tfaQ
758	gnsB	1640445	1640682	-	100	gnsB
759	cspI	1641291	1641548	-	100	cspI
760	cspI	1641291	1641648	-	100	cspI
761	relBE-hokD	1647870	1648739	-	100	relBE-hokD
762	flxA	1649224	1649573	+	100	flxA
763	dicC-ydfXW	1650010	1650712	-	100	dicC-ydfXW
764	ydfABC	1651274	1651877	+	100	ydfABC
765	dicB-ydfDE-insD-7-intQ	1652433	1655544	+	100	dicB-ydfDE-insD-7-intQ
766	ynfB-speG	1658545	1659580	+	100	ynfB-speG
767	ynfEFGH-dmsD	1660839	1667956	+	100	ynfEFGH-dmsD
768	mlc-ynfK	1669360	1671427	-	100	mlc-ynfK
769	mlc	1670180	1671439	-	100	mlc
770	ynfM	1672508	1673788	+	100	ynfM
771	asr	1674163	1674556	+	100	asr
772	mdtJI	1675656	1676615	-	100	mdtJI
773	tqsA	1676726	1677783	+	100	tqsA
774	pntAB	1677808	1680811	-	100	pntAB
775	rstAB	1684974	1687019	+	100	rstAB
776	fumC	1688021	1689490	-	100	fumC
777	fumC	1688021	1689545	-	100	fumC
778	fumA	1689541	1691276	-	100	fumA
779	fumAC	1688021	1691276	-	100	fumAC
780	manA	1691387	1692587	+	100	manA
781	ydgA	1692630	1694196	+	100	ydgA
782	uidABC	1694422	1698988	-	100	uidABC
783	uidR	1699298	1699911	-	100	uidR
784	hdhA	1700109	1700958	-	100	hdhA
785	malI	1700972	1702064	-	100	malI
786	malXY	1702149	1704965	+	100	malXY
787	add	1705038	1706070	+	100	add
788	blr	1707348	1707512	+	100	blr
789	ydgK-rsxABCDGE-nth	1708043	1714994	+	100	ydgK-rsxABCDGE-nth
790	rsxABCDGE-nth	1708591	1714994	+	100	rsxABCDGE-nth
791	dtpA	1715507	1717107	+	100	dtpA
792	gstA	1717163	1717818	+	100	gstA
793	tyrS-pdxY	1717862	1720105	-	100	tyrS-pdxY
794	tyrS-pdxY	1717862	1720119	-	100	tyrS-pdxY
795	pdxH-tyrS-pdxY	1717862	1720870	-	100	pdxH-tyrS-pdxY
796	slyB	1722584	1723179	+	100	slyB
797	slyB	1722613	1723179	+	100	slyB
798	ydhIJK	1723834	1726969	+	100	ydhIJK
799	sodC	1726970	1727515	-	100	sodC
800	nemRA	1728857	1730592	+	100	nemRA
801	nemRA-gloA	1728857	1731080	+	100	nemRA-gloA
802	gloA	1730637	1731080	+	100	gloA
803	lhr	1731189	1736576	+	100	lhr
804	grxD	1736590	1736998	-	100	grxD
805	mepH	1737193	1738086	+	100	mepH
806	sodB	1738159	1738950	+	100	sodB
807	purR	1740525	1741705	+	100	purR
808	cfa	1744037	1745397	+	100	cfa
809	cfa	1744215	1745397	+	100	cfa
810	ydhQ	1747707	1749038	-	100	ydhQ
811	valVW	1749251	1749428	+	100	valVW
812	ydhYVWXUT	1751583	1757478	-	100	ydhYVWXUT
813	pykF	1758303	1759946	+	100	pykF
814	pykF	1758436	1759946	+	100	pykF
815	pykF	1758453	1759946	+	100	pykF
816	pykF	1758499	1759946	+	100	pykF
817	lpp	1760132	1760493	+	100	lpp
818	lpp	1760219	1760493	+	100	lpp
819	sufABCDSE	1761710	1767254	-	100	sufABCDSE
820	rprA	1773208	1773312	+	100	rprA
821	ydiP	1781226	1782164	-	100	ydiP
822	ppsA	1787570	1789997	-	100	ppsA
823	aroH	1791154	1792346	+	100	aroH
824	aroH	1791220	1792346	+	100	aroH
825	ydiU	1792644	1794090	-	100	ydiU
826	ydiV	1794143	1794923	-	100	ydiV
827	ihfA	1798052	1798557	-	100	ihfA
828	pheMST-ihfA	1798052	1802137	-	100	pheMST-ihfA
829	pheM	1801997	1802137	-	100	pheM
830	rplT	1802199	1802599	-	100	rplT
831	rplT-pheM	1801997	1802599	-	100	rplT-pheM
832	rpmI-rplT	1802199	1803263	-	100	rpmI-rplT
833	infC-rpmI-rplT	1802199	1803654	-	100	infC-rpmI-rplT
834	infC	1802932	1804182	-	100	infC
835	thrS-infC	1802932	1805569	-	100	thrS-infC
836	thrS-infC-rpmI-rplT-pheMST-ihfA	1798089	1805569	-	100	thrS-infC-rpmI-rplT-pheMST-ihfA
837	pfkB	1809159	1810135	+	100	pfkB
838	pfkB	1809187	1810135	+	100	pfkB
839	yniB	1811533	1812099	-	100	yniB
840	hxpB	1812162	1812884	+	100	hxpB
841	ydjM	1813006	1813637	+	100	ydjM
842	tcyP	1813718	1815161	+	100	tcyP
843	cedA	1816257	1816578	-	100	cedA
844	katE	1816650	1819118	+	100	katE
845	chbBCARFG	1819222	1824562	-	100	chbBCARFG
846	osmE	1824701	1825119	-	100	osmE
847	nadE	1825138	1826121	+	100	nadE
848	cho	1826328	1827238	+	100	cho
849	ves	1827198	1827820	-	100	ves
850	spy	1827893	1828524	-	100	spy
851	astCADBE	1828791	1834849	-	100	astCADBE
852	astCADBE	1828791	1834875	-	100	astCADBE
853	astCADBE	1828791	1834880	-	100	astCADBE
854	xthA	1835235	1836070	+	100	xthA
855	ynjE	1842276	1843610	+	100	ynjE
856	ynjF	1843619	1844268	-	100	ynjF
857	ynjH	1844699	1844999	-	100	ynjH
858	ynjH	1844699	1845024	-	100	ynjH
859	gdhA	1845144	1846550	+	100	gdhA
860	ynjI	1846667	1847736	-	100	ynjI
861	selD-topB	1847768	1850860	-	100	selD-topB
862	selD-topB	1847773	1850865	-	100	selD-topB
863	ydjA-selD-topB	1847768	1851536	-	100	ydjA-selD-topB
864	gapA	1865076	1866602	+	100	gapA
865	gapA	1865083	1866602	+	100	gapA
866	msrB	1864852	1865300	-	100	msrB
867	gapA	1865362	1866602	+	100	gapA
868	gapA	1865433	1866602	+	100	gapA
869	gapA-yeaD	1865454	1867570	+	100	gapA-yeaD
870	gapA	1865571	1866602	+	100	gapA
871	yeaE	1867618	1868560	-	100	yeaE
872	mipA	1868562	1869342	-	100	mipA
873	yeaGH	1869601	1873074	+	100	yeaGH
874	yeaGH	1869651	1873074	+	100	yeaGH
875	yeaL	1877159	1877634	+	100	yeaL
876	nimR	1877591	1878436	-	100	nimR
877	nimT	1878493	1879690	+	100	nimT
878	dgcP	1880493	1881576	+	100	dgcP
879	yeaR-yoaG	1882239	1882830	-	100	yeaR-yoaG
880	leuE	1882957	1883636	-	100	leuE
881	rnd	1889700	1890897	-	100	rnd
882	fadD-sroD	1890853	1892643	-	100	fadD-sroD
883	yeaY	1892787	1893397	-	100	yeaY
884	yoaC	1896802	1897268	+	100	yoaC
885	sdaA	1899645	1901167	+	100	sdaA
886	yoaE	1902865	1904608	-	100	yoaE
887	manXYZ	1904769	1907582	+	100	manXYZ
888	mntP	1908295	1909090	+	100	mntP
889	yobF-cspC	1910062	1910453	-	100	yobF-cspC
890	yobF-cspC	1910062	1910629	-	100	yobF-cspC
891	mgrB	1911459	1911628	-	100	mgrB
892	htpX	1914488	1915454	-	100	htpX
893	ryeA	1925902	1926150	+	100	ryeA
894	sdsR	1925940	1926043	-	100	sdsR
895	pphA	1925149	1926221	-	100	pphA
896	ptrB	1929615	1931701	-	100	ptrB
897	yebE	1931884	1932568	-	100	yebE
898	yebG	1933293	1933601	-	100	yebG
899	eda	1934921	1935620	-	100	eda
900	eda	1934921	1935635	-	100	eda
901	eda	1934921	1935945	-	100	eda
902	edd-eda	1934921	1937549	-	100	edd-eda
903	zwf	1937675	1939212	-	100	zwf
904	pykA	1940330	1941927	+	100	pykA
905	pykA	1940380	1941927	+	100	pykA
906	znuCB	1945470	1947035	+	100	znuCB
907	znuA	1944487	1945497	-	100	znuA
908	ruvAB	1947109	1948852	-	100	ruvAB
909	ruvAB	1947055	1948852	-	100	ruvAB
910	ruvAB	1947109	1948860	-	100	ruvAB
911	ruvAB	1947055	1948860	-	100	ruvAB
912	yebB	1948946	1949689	+	100	yebB
913	yebB	1948980	1949689	+	100	yebB
914	ruvC	1949651	1950275	-	100	ruvC
915	yebC-ruvC	1949651	1951021	-	100	yebC-ruvC
916	nudB-yebC-ruvC	1949651	1951510	-	100	nudB-yebC-ruvC
917	aspS	1951498	1953453	-	100	aspS
918	aspS	1951498	1953537	-	100	aspS
919	micL	1961277	1961583	-	100	micL
920	micL	1961277	1961822	-	100	micL
921	argS	1962837	1964679	+	100	argS
922	yecT	1964771	1965296	+	100	yecT
923	flhBAE	1965416	1969052	-	100	flhBAE
924	tar-tap-cheRBYZ	1969229	1975552	-	100	tar-tap-cheRBYZ
925	motAB-cheAW	1975672	1980138	-	100	motAB-cheAW
926	flhDC	1980102	1981231	-	100	flhDC
927	flhDC	1980102	1981330	-	100	flhDC
928	insA-5AB-5B-5	19811	20519	-	100	insA-5AB-5B-5
929	otsA	1983355	1984910	-	100	otsA
930	otsBA	1983355	1985701	-	100	otsBA
931	otsBA	1983355	1985724	-	100	otsBA
932	araFGH	1985813	1989407	-	100	araFGH
933	araFGH	1985813	1989497	-	100	araFGH
934	ftnB	1990034	1990687	+	100	ftnB
935	ftnB	1990058	1990687	+	100	ftnB
936	azuC	1991132	1991260	-	100	azuC
937	yecR	1991459	1991804	+	100	yecR
938	ftnA	1991941	1992472	+	100	ftnA
939	tyrP	1992761	1994151	+	100	tyrP
940	tyrP	1992904	1994151	+	100	tyrP
941	glyW-cysT-leuZ-3'ETS	1995007	1995439	-	100	glyW-cysT-leuZ-3'ETS
942	uvrC	1996133	1998138	-	100	uvrC
943	uvrYC	1996133	1998665	-	100	uvrYC
944	yecF	1998976	1999301	+	100	yecF
945	sdiA	1999369	2000116	-	100	sdiA
946	sdiA	1999369	2000126	-	100	sdiA
947	sdsN	2000139	2000316	+	100	sdsN
948	sdiA	1999369	2000152	-	100	sdiA
949	sdiA	1999369	2000156	-	100	sdiA
950	sdsN	2000165	2000316	+	100	sdsN
951	sdiA	1999369	2000169	-	100	sdiA
952	sdiA	1999369	2000176	-	100	sdiA
953	dcyD-tcyLN	2000321	2002767	-	100	dcyD-tcyLN
954	tcyJ	2002800	2003669	-	100	tcyJ
955	fliAZ-tcyJ	2002800	2005067	-	100	fliAZ-tcyJ
956	fliAZ-tcyJ	2002800	2005078	-	100	fliAZ-tcyJ
957	fliC	2005369	2006935	-	100	fliC
958	fliDST	2007076	2009424	+	100	fliDST
959	amyA	2009374	2010933	+	100	amyA
960	fliE	2015959	2016295	-	100	fliE
961	fliE	2015959	2016352	-	100	fliE
962	fliFGHIJK	2016405	2022772	+	100	fliFGHIJK
963	fliFGHIJK	2016464	2022772	+	100	fliFGHIJK
964	fliLMNOPQR	2022843	2026937	+	100	fliLMNOPQR
965	fliLMNOPQR	2022854	2026937	+	100	fliLMNOPQR
966	rcsA	2027095	2027850	+	100	rcsA
967	dsrA	2028486	2028572	-	100	dsrA
968	rseX	2036908	2036990	+	100	rseX
969	hchA	2038889	2039945	+	100	hchA
970	hchA	2039039	2039945	+	100	hchA
971	yedX	2042099	2042628	+	100	yedX
972	zinT	2044605	2045284	+	100	zinT
973	serU	2046727	2046821	-	100	serU
974	asnT	2047800	2047883	+	100	asnT
975	shiA	2056825	2058218	+	100	shiA
976	amn	2058290	2059774	+	100	amn
977	asnU	2063104	2063185	+	100	asnU
978	cbl	2063223	2064200	-	100	cbl
979	nac	2064275	2065237	-	100	nac
980	asnV	2047800	2047883	+	100	asnV
981	cobUST	2066647	2069133	-	100	cobUST
982	cobUST	2066647	2069231	-	100	cobUST
983	isrC-flu	2074576	2077917	+	100	isrC-flu
984	flu	2074733	2077917	+	100	flu
985	flu	2074762	2077917	+	100	flu
986	sbmC	2084048	2084562	-	100	sbmC
987	sbmC	2084048	2084584	-	100	sbmC
988	sbcB	2085987	2087442	+	100	sbcB
989	yeeED	2087485	2088811	-	100	yeeED
990	yefM-yoeB	2092470	2092992	-	100	yefM-yoeB
991	hisLGDCBHAFI	2093224	2100484	+	100	hisLGDCBHAFI
992	hisL	2093224	2093399	+	100	hisL
993	hisBHAFI	2096619	2100484	+	100	hisBHAFI
994	gnd	2103121	2104583	-	100	gnd
995	galF	2116693	2117610	-	100	galF
996	wza-wzb-wzc	2136749	2140452	-	100	wza-wzb-wzc
997	wza-wzb-wzc-wcaAB	2135326	2140842	-	100	wza-wzb-wzc-wcaAB
998	yegH	2141122	2142744	+	100	yegH
999	alkA	2149951	2150818	-	100	alkA
1000	sibA	2156570	2156713	+	100	sibA
1001	sibB	2156905	2157040	+	100	sibB
1002	mdtABCD-baeSR	2157238	2168257	+	100	mdtABCD-baeSR
1003	cyaR	2170373	2170459	+	100	cyaR
1004	yegRZ	2170861	2171608	-	100	yegRZ
1005	gatZABCD	2175092	2178104	-	100	gatZABCD
1006	gatYZABCD	2175092	2178104	-	100	gatYZABCD
1007	fbaB	2181968	2183123	-	100	fbaB
1008	yegTUV	2183237	2186517	+	100	yegTUV
1009	thiMD	2188172	2189907	-	100	thiMD
1010	rcnAB	2190283	2191754	+	100	rcnAB
1011	rcnR	2189980	2190359	-	100	rcnR
1012	metG	2198214	2200822	+	100	metG
1013	mrp	2197449	2198659	-	100	mrp
1014	metG	2198725	2200822	+	100	metG
1015	molR_1	2200901	2201754	+	100	molR_1
1016	mlrA	2219296	2220053	+	100	mlrA
1017	osmF-yehYXW	2220201	2223979	-	100	osmF-yehYXW
1018	bglX	2224116	2226576	-	100	bglX
1019	dusC	2233894	2234851	-	100	dusC
1020	yohJK	2234965	2236170	+	100	yohJK
1021	cdd	2236275	2237184	+	100	cdd
1022	preTA	2238445	2240956	+	100	preTA
1023	mglAC	2241199	2243847	-	100	mglAC
1024	mglBAC	2241199	2245022	-	100	mglBAC
1025	galS	2245084	2246166	-	100	galS
1026	folE-yeiB	2246266	2248304	-	100	folE-yeiB
1027	cirA	2249234	2251385	-	100	cirA
1028	cirA	2249234	2251398	-	100	cirA
1029	lysP	2251519	2253016	-	100	lysP
1030	nfo	2255262	2256153	+	100	nfo
1031	rihB	2258701	2259708	-	100	rihB
1032	yeiL	2259746	2260470	+	100	yeiL
1033	fruBKA	2264175	2268053	-	100	fruBKA
1034	yeiW	2269497	2269786	-	100	yeiW
1035	yeiP	2269873	2270478	+	100	yeiP
1036	mepS	2274267	2275001	+	100	mepS
1037	mepS	2274376	2275001	+	100	mepS
1038	yejG	2282349	2282733	-	100	yejG
1039	yejG	2282349	2282853	-	100	yejG
1040	radD	2285078	2286848	+	100	radD
1041	rplY	2286896	2287292	+	100	rplY
1042	proL	2290663	2290743	+	100	proL
1043	yejO	2290846	2293632	-	100	yejO
1044	narP	2294878	2295603	+	100	narP
1045	napFDAGHBC-ccmABCDEFGH	2295814	2308030	-	100	napFDAGHBC-ccmABCDEFGH
1046	napFDAGHBC-ccmABCDEFGH	2295814	2308033	-	100	napFDAGHBC-ccmABCDEFGH
1047	napFDAGHBC	2302113	2308151	-	100	napFDAGHBC
1048	yojI	2311428	2313097	-	100	yojI
1049	alkB	2313147	2313901	-	100	alkB
1050	ada-alkB	2313147	2314883	-	100	ada-alkB
1051	ompC	2316066	2317286	-	100	ompC
1052	ompC	2316066	2317320	-	100	ompC
1053	ompC	2316066	2317343	-	100	ompC
1054	micF	2317540	2317632	+	100	micF
1055	rcsDB	2317908	2321283	+	100	rcsDB
1056	rcsB	2320151	2321283	+	100	rcsB
1057	rcsB	2320431	2321283	+	100	rcsB
1058	atoDAEB	2329204	2333085	+	100	atoDAEB
1059	gyrA	2342585	2345249	-	100	gyrA
1060	ubiG	2345331	2346081	+	100	ubiG
1061	nrdAB-yfaE	2350547	2354560	+	100	nrdAB-yfaE
1062	inaA	2354614	2355291	-	100	inaA
1063	glpTQ	2355727	2358243	-	100	glpTQ
1064	glpABC	2358375	2362544	+	100	glpABC
1065	yfaY	2368223	2369447	-	100	yfaY
1066	elaB	2386514	2386845	-	100	elaB
1067	nuoABCEFGHIJKLMN	2395797	2410954	-	100	nuoABCEFGHIJKLMN
1068	nuoABCEFGHIJKLMN	2395797	2411127	-	100	nuoABCEFGHIJKLMN
1069	lrhA	2411495	2412448	-	100	lrhA
1070	alaA	2413976	2415346	+	100	alaA
1071	yfbR	2415399	2416029	+	100	yfbR
1072	yfbU-hxpA	2418007	2419162	-	100	yfbU-hxpA
1073	ackA	2420027	2421240	+	100	ackA
1074	hisJQMP	2430304	2433405	-	100	hisJQMP
1075	argT-hisJQMP	2430304	2434417	-	100	argT-hisJQMP
1076	cvpA-purF-ubiX	2434598	2437338	-	100	cvpA-purF-ubiX
1077	cvpA-purF-ubiX	2434598	2437368	-	100	cvpA-purF-ubiX
1078	accD	2439580	2440583	-	100	accD
1079	usg-truA-dedA	2440650	2443458	-	100	usg-truA-dedA
1080	pdxB-usg-truA-dedA	2440650	2444452	-	100	pdxB-usg-truA-dedA
1081	flk	2444480	2445513	+	100	flk
1082	fabB	2446851	2448209	-	100	fabB
1083	sixA	2462895	2463567	-	100	sixA
1084	fadIJ	2463583	2467079	-	100	fadIJ
1085	yfcZ	2467218	2467547	-	100	yfcZ
1086	fadL	2467773	2469214	+	100	fadL
1087	mlaA	2470820	2471703	-	100	mlaA
1088	argW	2472876	2472951	+	100	argW
1089	intS	2473083	2474270	+	100	intS
1090	dsdC	2483262	2484314	-	100	dsdC
1091	dsdXA	2484389	2487098	+	100	dsdXA
1092	dsdA	2485689	2487098	+	100	dsdA
1093	emrKY	2487206	2490016	-	100	emrKY
1094	evgAS	2490199	2494535	+	100	evgAS
1095	evgAS	2490209	2494535	+	100	evgAS
1096	frc	2498572	2500007	-	100	frc
1097	yfdX-frc-oxc-yfdVE	2494591	2501001	-	100	yfdX-frc-oxc-yfdVE
1098	lpxP	2502146	2503133	+	100	lpxP
1099	alaC	2503625	2504967	-	100	alaC
1100	glk	2514992	2516015	-	100	glk
1101	glk	2514992	2516029	-	100	glk
1102	mntH	2518036	2519302	-	100	mntH
1103	nupC	2519577	2520812	+	100	nupC
1104	alaWX	2524609	2524821	-	100	alaWX
1105	yfeCD	2524975	2525773	+	100	yfeCD
1106	gltX	2525776	2527298	-	100	gltX
1107	gltX	2525776	2527344	-	100	gltX
1108	gltX	2525776	2527352	-	100	gltX
