TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
555	ycgB	1238408	1239984	-	100	ycgB
556	dadAX	1240208	1242648	+	100	dadAX
557	dadAX	1240224	1242648	+	100	dadAX
558	dadAX	1240237	1242648	+	100	dadAX
559	ycgR	1246492	1247255	-	100	ycgR
560	treA	1248378	1250124	-	100	treA
561	dhaKLM	1250395	1253643	-	100	dhaKLM
562	dhaR	1253702	1255684	+	100	dhaR
563	ychF	1259420	1260581	-	100	ychF
564	pth-ychF	1259420	1261241	-	100	pth-ychF
565	ychH	1261437	1261768	+	100	ychH
566	prs	1263594	1264876	-	100	prs
567	lolB-ispE-prs	1263594	1266255	-	100	lolB-ispE-prs
568	hemA	1266282	1267669	+	100	hemA
569	hemA-prfA-prmC	1266375	1269626	+	100	hemA-prfA-prmC
570	ychQA-kdsA	1269598	1271766	+	100	ychQA-kdsA
571	kdsA	1270553	1271766	+	100	kdsA
572	chaC	1275121	1275901	+	100	chaC
573	ychO	1276459	1277877	+	100	ychO
574	narXL	1277878	1280476	-	100	narXL
575	narK	1280520	1282047	+	100	narK
576	narK	1280631	1282047	+	100	narK
577	narGHJI	1282506	1289225	+	100	narGHJI
578	tyrTV-tpr	1289708	1290364	-	100	tyrTV-tpr
579	rssAB	1291805	1293954	+	100	rssAB
580	ychJ	1291373	1291876	-	100	ychJ
581	rssB	1292919	1293954	+	100	rssB
582	galU	1294104	1295064	+	100	galU
583	hns	1295160	1295657	-	100	hns
584	adhE	1298145	1301008	-	100	adhE
585	adhE	1298145	1301112	-	100	adhE
586	oppABCDF	1303921	1309604	+	100	oppABCDF
587	clsA-yciU	1309657	1311509	-	100	clsA-yciU
588	yciI	1313405	1313728	-	100	yciI
589	tonB	1313890	1314682	+	100	tonB
590	yciCB	1315097	1316534	-	100	yciCB
591	ompW	1316827	1317494	+	100	ompW
592	yciE	1317504	1318232	-	100	yciE
593	yciGFE	1317504	1318928	-	100	yciGFE
594	yciG	1318621	1318928	-	100	yciG
595	trpCBA	1319252	1322780	-	100	trpCBA
596	trpLEDCBA	1319219	1325944	-	100	trpLEDCBA
597	trpL	1325811	1325944	-	100	trpL
598	yciVOQ	1326024	1329477	+	100	yciVOQ
599	sohB	1332120	1333217	+	100	sohB
600	sohB	1332137	1333217	+	100	sohB
601	topA	1333625	1336481	+	100	topA
602	topA	1333654	1336481	+	100	topA
603	topA	1333684	1336481	+	100	topA
604	topA	1333719	1336481	+	100	topA
605	topA	1333816	1336481	+	100	topA
606	cysB	1336624	1337710	+	100	cysB
607	ymiA-yciX	1337926	1338294	+	100	ymiA-yciX
608	acnA	1338260	1341342	+	100	acnA
609	acnA	1338617	1341342	+	100	acnA
610	acnA	1338663	1341342	+	100	acnA
611	ribA	1341348	1342026	-	100	ribA
612	ribA	1341348	1342070	-	100	ribA
613	pgpB	1342145	1342930	+	100	pgpB
614	lapAB	1342971	1344563	+	100	lapAB
615	lapAB-pyrF-yciH	1342971	1345820	+	100	lapAB-pyrF-yciH
616	lapAB	1343022	1344563	+	100	lapAB
617	pyrF-yciH	1344706	1345820	+	100	pyrF-yciH
618	osmB	1345946	1346205	-	100	osmB
619	osmB	1345946	1346312	-	100	osmB
620	yciT	1346433	1347346	-	100	yciT
621	yciZT	1346433	1347474	-	100	yciZT
622	pdeR	1347593	1349679	-	100	pdeR
623	rnb	1349778	1351780	-	100	rnb
624	rnb	1349778	1351965	-	100	rnb
625	yciW	1351816	1352968	-	100	yciW
626	fabI	1353087	1353954	-	100	fabI
627	fabI	1353087	1353957	-	100	fabI
628	puuP	1360638	1362209	-	100	puuP
629	puuAP	1360638	1363804	-	100	puuAP
630	puuDRCBE	1363888	1369651	+	100	puuDRCBE
631	puuCBE	1365564	1369651	+	100	puuCBE
632	pspF	1369654	1370765	-	100	pspF
633	pspF	1369654	1370781	-	100	pspF
634	pspABCDE	1370874	1372839	+	100	pspABCDE
635	pspF	1369654	1370876	-	100	pspF
636	ycjXF-tyrR	1386905	1391097	+	100	ycjXF-tyrR
637	tyrR	1389528	1391137	+	100	tyrR
638	tpx	1391141	1391680	-	100	tpx
639	ycjG	1391710	1392731	+	100	ycjG
640	ycjY	1393769	1394908	-	100	ycjY
641	ycjY-ymjDC-mpaA	1392706	1394908	-	100	ycjY-ymjDC-mpaA
642	ynaI	1397727	1398809	-	100	ynaI
643	uspE	1400508	1401495	-	100	uspE
644	fnr	1401610	1402388	-	100	fnr
645	ogt	1402557	1403120	-	100	ogt
646	mcaS	1408495	1408587	-	100	mcaS
647	zntB	1410860	1411869	+	100	zntB
648	fnrS	1411965	1412085	+	100	fnrS
649	ralA	1416392	1416560	+	100	ralA
650	uspF	1438021	1438477	-	100	uspF
651	ompN	1438596	1439849	-	100	ompN
652	micC	1439957	1440065	+	100	micC
653	ydbK	1440096	1443667	-	100	ydbK
654	ydbK-ompN	1438596	1443667	-	100	ydbK-ompN
655	ydbK-ompN	1438596	1443682	-	100	ydbK-ompN
656	ydbJ	1443865	1444160	+	100	ydbJ
657	hslJ	1444157	1444616	-	100	hslJ
658	ldhA	1444690	1445751	-	100	ldhA
659	feaR	1449214	1450145	-	100	feaR
660	feaR	1449214	1450185	-	100	feaR
661	feaR	1449214	1450203	-	100	feaR
662	feaB	1450206	1451899	+	100	feaB
663	feaR	1449214	1450230	-	100	feaR
664	feaB	1450328	1451854	+	100	feaB
665	tynA	1451912	1454245	-	100	tynA
666	paaZ	1454433	1456506	-	100	paaZ
667	paaABCDEFGHIJK	1456701	1466274	+	100	paaABCDEFGHIJK
668	paaXY	1466345	1467897	+	100	paaXY
669	ydbD	1477902	1480286	+	100	ydbD
670	ynbABCD	1480433	1485037	+	100	ynbABCD
671	azoR	1485091	1485740	-	100	azoR
672	aldA	1491026	1492507	+	100	aldA
673	rydC	1494279	1494342	-	100	rydC
674	sokB	1494955	1495010	+	100	sokB
675	trg	1495275	1496946	+	100	trg
676	ydcI	1496984	1497970	-	100	ydcI
677	rimL	1501579	1502313	+	100	rimL
678	tehAB	1503372	1504991	+	100	tehAB
679	sutR	1508986	1509544	+	100	sutR
680	hicAB	1512057	1512760	+	100	hicAB
681	ydcR	1512814	1514245	+	100	ydcR
682	ydcSTUV-patD	1514435	1519838	+	100	ydcSTUV-patD
683	yncE	1526063	1527204	+	100	yncE
684	ansP	1527317	1528847	-	100	ansP
685	ansP	1527317	1528856	-	100	ansP
686	yncG	1529064	1529700	+	100	yncG
687	narWV	1538773	1541523	-	100	narWV
688	narU	1545508	1546960	-	100	narU
689	narU	1545508	1546999	-	100	narU
690	yddG	1549124	1550041	-	100	yddG
691	fdnGHI	1550208	1554827	+	100	fdnGHI
692	sra	1558662	1558882	-	100	sra
693	bdm-sra	1558662	1559176	-	100	bdm-sra
694	osmC	1559432	1559892	+	100	osmC
695	osmC	1559442	1559892	+	100	osmC
696	ddpXABCDF	1559948	1565943	-	100	ddpXABCDF
697	ddpXABCDF	1559948	1566037	-	100	ddpXABCDF
698	ddpXABCDF	1559948	1566085	-	100	ddpXABCDF
699	gadBC	1571740	1574908	-	100	gadBC
700	ydeNM	1582469	1585390	-	100	ydeNM
701	safA-ydeO	1585762	1586864	-	100	safA-ydeO
702	ydeP	1587043	1589500	-	100	ydeP
703	hipBA	1593690	1595318	-	100	hipBA
704	lsrRK	1601453	1604093	-	100	lsrRK
705	lsrACDBFG-tam	1604296	1610940	+	100	lsrACDBFG-tam
706	tam	1610057	1610940	+	100	tam
707	uxaB	1612065	1613556	-	100	uxaB
708	ydeA	1619791	1621054	+	100	ydeA
709	marC	1621079	1621777	-	100	marC
710	marRAB	1621929	1623043	+	100	marRAB
711	mgtS	1625424	1625635	+	100	mgtS
712	mgrR	1625653	1625750	-	100	mgrR
713	dgcZ	1625796	1626715	-	100	dgcZ
714	ydeI	1626941	1627395	-	100	ydeI
715	ydeJ	1627524	1628127	+	100	ydeJ
716	ydfG	1630327	1631099	+	100	ydfG
717	ydfH	1631162	1631874	+	100	ydfH
718	ydfK	1635559	1636141	+	100	ydfK
719	nohA-ydfN-tfaQ	1637146	1639439	-	100	nohA-ydfN-tfaQ
720	gnsB	1640445	1640682	-	100	gnsB
721	cspI	1641291	1641548	-	100	cspI
722	cspI	1641291	1641648	-	100	cspI
723	relBE-hokD	1647870	1648739	-	100	relBE-hokD
724	flxA	1649224	1649573	+	100	flxA
725	dicC-ydfXW	1650010	1650712	-	100	dicC-ydfXW
726	ydfABC	1651274	1651877	+	100	ydfABC
727	dicB-ydfDE-insD-7-intQ	1652433	1655544	+	100	dicB-ydfDE-insD-7-intQ
728	ynfB-speG	1658545	1659580	+	100	ynfB-speG
729	ynfEFGH-dmsD	1660839	1667956	+	100	ynfEFGH-dmsD
730	mlc-ynfK	1669360	1671427	-	100	mlc-ynfK
731	mlc	1670180	1671439	-	100	mlc
732	ynfM	1672508	1673788	+	100	ynfM
733	asr	1674163	1674556	+	100	asr
734	mdtJI	1675656	1676615	-	100	mdtJI
735	tqsA	1676726	1677783	+	100	tqsA
736	pntAB	1677808	1680811	-	100	pntAB
737	rstAB	1684974	1687019	+	100	rstAB
738	fumC	1688021	1689490	-	100	fumC
739	fumC	1688021	1689545	-	100	fumC
740	fumA	1689541	1691276	-	100	fumA
741	fumAC	1688021	1691276	-	100	fumAC
742	manA	1691387	1692587	+	100	manA
743	ydgA	1692630	1694196	+	100	ydgA
744	uidABC	1694422	1698988	-	100	uidABC
745	uidR	1699298	1699911	-	100	uidR
746	hdhA	1700109	1700958	-	100	hdhA
747	malI	1700972	1702064	-	100	malI
748	malXY	1702149	1704965	+	100	malXY
749	add	1705038	1706070	+	100	add
750	blr	1707348	1707512	+	100	blr
751	ydgK-rsxABCDGE-nth	1708043	1714994	+	100	ydgK-rsxABCDGE-nth
752	rsxABCDGE-nth	1708591	1714994	+	100	rsxABCDGE-nth
753	dtpA	1715507	1717107	+	100	dtpA
754	gstA	1717163	1717818	+	100	gstA
755	tyrS-pdxY	1717862	1720105	-	100	tyrS-pdxY
756	tyrS-pdxY	1717862	1720119	-	100	tyrS-pdxY
757	pdxH-tyrS-pdxY	1717862	1720870	-	100	pdxH-tyrS-pdxY
758	slyB	1722584	1723179	+	100	slyB
759	slyB	1722613	1723179	+	100	slyB
760	ydhIJK	1723834	1726969	+	100	ydhIJK
761	sodC	1726970	1727515	-	100	sodC
762	nemRA	1728857	1730592	+	100	nemRA
763	nemRA-gloA	1728857	1731080	+	100	nemRA-gloA
764	gloA	1730637	1731080	+	100	gloA
765	lhr	1731189	1736576	+	100	lhr
766	grxD	1736590	1736998	-	100	grxD
767	mepH	1737193	1738086	+	100	mepH
768	sodB	1738159	1738950	+	100	sodB
769	purR	1740525	1741705	+	100	purR
770	cfa	1744037	1745397	+	100	cfa
771	cfa	1744215	1745397	+	100	cfa
772	ydhQ	1747707	1749038	-	100	ydhQ
773	valVW	1749251	1749428	+	100	valVW
774	ydhYVWXUT	1751583	1757478	-	100	ydhYVWXUT
775	pykF	1758303	1759946	+	100	pykF
776	pykF	1758436	1759946	+	100	pykF
777	pykF	1758453	1759946	+	100	pykF
778	pykF	1758499	1759946	+	100	pykF
779	lpp	1760132	1760493	+	100	lpp
780	lpp	1760219	1760493	+	100	lpp
781	sufABCDSE	1761710	1767254	-	100	sufABCDSE
782	rprA	1773208	1773312	+	100	rprA
783	ydiP	1781226	1782164	-	100	ydiP
784	ppsA	1787570	1789997	-	100	ppsA
785	aroH	1791154	1792346	+	100	aroH
786	aroH	1791220	1792346	+	100	aroH
787	ydiU	1792644	1794090	-	100	ydiU
788	ydiV	1794143	1794923	-	100	ydiV
789	ihfA	1798052	1798557	-	100	ihfA
790	pheMST-ihfA	1798052	1802137	-	100	pheMST-ihfA
791	pheM	1801997	1802137	-	100	pheM
792	rplT	1802199	1802599	-	100	rplT
793	rplT-pheM	1801997	1802599	-	100	rplT-pheM
794	rpmI-rplT	1802199	1803263	-	100	rpmI-rplT
795	infC-rpmI-rplT	1802199	1803654	-	100	infC-rpmI-rplT
796	infC	1802932	1804182	-	100	infC
797	thrS-infC	1802932	1805569	-	100	thrS-infC
798	thrS-infC-rpmI-rplT-pheMST-ihfA	1798089	1805569	-	100	thrS-infC-rpmI-rplT-pheMST-ihfA
799	pfkB	1809159	1810135	+	100	pfkB
800	pfkB	1809187	1810135	+	100	pfkB
801	yniB	1811533	1812099	-	100	yniB
802	hxpB	1812162	1812884	+	100	hxpB
803	ydjM	1813006	1813637	+	100	ydjM
804	tcyP	1813718	1815161	+	100	tcyP
805	cedA	1816257	1816578	-	100	cedA
806	katE	1816650	1819118	+	100	katE
807	chbBCARFG	1819222	1824562	-	100	chbBCARFG
808	osmE	1824701	1825119	-	100	osmE
809	nadE	1825138	1826121	+	100	nadE
810	cho	1826328	1827238	+	100	cho
811	ves	1827198	1827820	-	100	ves
812	spy	1827893	1828524	-	100	spy
813	astCADBE	1828791	1834849	-	100	astCADBE
814	astCADBE	1828791	1834875	-	100	astCADBE
815	astCADBE	1828791	1834880	-	100	astCADBE
816	xthA	1835235	1836070	+	100	xthA
817	ynjE	1842276	1843610	+	100	ynjE
818	ynjF	1843619	1844268	-	100	ynjF
819	ynjH	1844699	1844999	-	100	ynjH
820	ynjH	1844699	1845024	-	100	ynjH
821	gdhA	1845144	1846550	+	100	gdhA
822	ynjI	1846667	1847736	-	100	ynjI
823	selD-topB	1847768	1850860	-	100	selD-topB
824	selD-topB	1847773	1850865	-	100	selD-topB
825	ydjA-selD-topB	1847768	1851536	-	100	ydjA-selD-topB
826	gapA	1865076	1866602	+	100	gapA
827	gapA	1865083	1866602	+	100	gapA
828	msrB	1864852	1865300	-	100	msrB
829	gapA	1865362	1866602	+	100	gapA
830	gapA	1865433	1866602	+	100	gapA
831	gapA-yeaD	1865454	1867570	+	100	gapA-yeaD
832	gapA	1865571	1866602	+	100	gapA
833	yeaE	1867618	1868560	-	100	yeaE
834	mipA	1868562	1869342	-	100	mipA
835	yeaGH	1869601	1873074	+	100	yeaGH
836	yeaGH	1869651	1873074	+	100	yeaGH
837	yeaL	1877159	1877634	+	100	yeaL
838	nimR	1877591	1878436	-	100	nimR
839	nimT	1878493	1879690	+	100	nimT
840	dgcP	1880493	1881576	+	100	dgcP
841	yeaR-yoaG	1882239	1882830	-	100	yeaR-yoaG
842	leuE	1882957	1883636	-	100	leuE
843	rnd	1889700	1890897	-	100	rnd
844	fadD-sroD	1890853	1892643	-	100	fadD-sroD
845	yeaY	1892787	1893397	-	100	yeaY
846	yoaC	1896802	1897268	+	100	yoaC
847	sdaA	1899645	1901167	+	100	sdaA
848	yoaE	1902865	1904608	-	100	yoaE
849	manXYZ	1904769	1907582	+	100	manXYZ
850	mntP	1908295	1909090	+	100	mntP
851	yobF-cspC	1910062	1910453	-	100	yobF-cspC
852	yobF-cspC	1910062	1910629	-	100	yobF-cspC
853	mgrB	1911459	1911628	-	100	mgrB
854	htpX	1914488	1915454	-	100	htpX
855	ryeA	1925902	1926150	+	100	ryeA
856	sdsR	1925940	1926043	-	100	sdsR
857	pphA	1925149	1926221	-	100	pphA
858	ptrB	1929615	1931701	-	100	ptrB
859	yebE	1931884	1932568	-	100	yebE
860	yebG	1933293	1933601	-	100	yebG
861	eda	1934921	1935620	-	100	eda
862	eda	1934921	1935635	-	100	eda
863	eda	1934921	1935945	-	100	eda
864	edd-eda	1934921	1937549	-	100	edd-eda
865	zwf	1937675	1939212	-	100	zwf
866	pykA	1940330	1941927	+	100	pykA
867	pykA	1940380	1941927	+	100	pykA
868	znuCB	1945470	1947035	+	100	znuCB
869	znuA	1944487	1945497	-	100	znuA
870	ruvAB	1947109	1948852	-	100	ruvAB
871	ruvAB	1947055	1948852	-	100	ruvAB
872	ruvAB	1947109	1948860	-	100	ruvAB
873	ruvAB	1947055	1948860	-	100	ruvAB
874	yebB	1948946	1949689	+	100	yebB
875	yebB	1948980	1949689	+	100	yebB
876	ruvC	1949651	1950275	-	100	ruvC
877	yebC-ruvC	1949651	1951021	-	100	yebC-ruvC
878	nudB-yebC-ruvC	1949651	1951510	-	100	nudB-yebC-ruvC
879	aspS	1951498	1953453	-	100	aspS
880	aspS	1951498	1953537	-	100	aspS
881	micL	1961277	1961583	-	100	micL
882	micL	1961277	1961822	-	100	micL
883	argS	1962837	1964679	+	100	argS
884	yecT	1964771	1965296	+	100	yecT
885	flhBAE	1965416	1969052	-	100	flhBAE
886	tar-tap-cheRBYZ	1969229	1975552	-	100	tar-tap-cheRBYZ
887	motAB-cheAW	1975672	1980138	-	100	motAB-cheAW
888	flhDC	1980102	1981231	-	100	flhDC
889	flhDC	1980102	1981330	-	100	flhDC
890	insA-5AB-5B-5	19811	20519	-	100	insA-5AB-5B-5
891	otsA	1983355	1984910	-	100	otsA
892	otsBA	1983355	1985701	-	100	otsBA
893	otsBA	1983355	1985724	-	100	otsBA
894	araFGH	1985813	1989407	-	100	araFGH
895	araFGH	1985813	1989497	-	100	araFGH
896	ftnB	1990034	1990687	+	100	ftnB
897	ftnB	1990058	1990687	+	100	ftnB
898	azuC	1991132	1991260	-	100	azuC
899	yecR	1991459	1991804	+	100	yecR
900	ftnA	1991941	1992472	+	100	ftnA
901	tyrP	1992761	1994151	+	100	tyrP
902	tyrP	1992904	1994151	+	100	tyrP
903	glyW-cysT-leuZ-3'ETS	1995007	1995439	-	100	glyW-cysT-leuZ-3'ETS
904	uvrC	1996133	1998138	-	100	uvrC
905	uvrYC	1996133	1998665	-	100	uvrYC
906	yecF	1998976	1999301	+	100	yecF
907	sdiA	1999369	2000116	-	100	sdiA
908	sdiA	1999369	2000126	-	100	sdiA
909	sdsN	2000139	2000316	+	100	sdsN
910	sdiA	1999369	2000152	-	100	sdiA
911	sdiA	1999369	2000156	-	100	sdiA
912	sdsN	2000165	2000316	+	100	sdsN
913	sdiA	1999369	2000169	-	100	sdiA
914	sdiA	1999369	2000176	-	100	sdiA
915	dcyD-tcyLN	2000321	2002767	-	100	dcyD-tcyLN
916	tcyJ	2002800	2003669	-	100	tcyJ
917	fliAZ-tcyJ	2002800	2005067	-	100	fliAZ-tcyJ
918	fliAZ-tcyJ	2002800	2005078	-	100	fliAZ-tcyJ
919	fliC	2005369	2006935	-	100	fliC
920	fliDST	2007076	2009424	+	100	fliDST
921	amyA	2009374	2010933	+	100	amyA
922	fliE	2015959	2016295	-	100	fliE
923	fliE	2015959	2016352	-	100	fliE
924	fliFGHIJK	2016405	2022772	+	100	fliFGHIJK
925	fliFGHIJK	2016464	2022772	+	100	fliFGHIJK
926	fliLMNOPQR	2022843	2026937	+	100	fliLMNOPQR
927	fliLMNOPQR	2022854	2026937	+	100	fliLMNOPQR
928	rcsA	2027095	2027850	+	100	rcsA
929	dsrA	2028486	2028572	-	100	dsrA
930	rseX	2036908	2036990	+	100	rseX
931	hchA	2038889	2039945	+	100	hchA
932	hchA	2039039	2039945	+	100	hchA
933	yedX	2042099	2042628	+	100	yedX
934	zinT	2044605	2045284	+	100	zinT
935	serU	2046727	2046821	-	100	serU
936	asnT	2047800	2047883	+	100	asnT
937	shiA	2056825	2058218	+	100	shiA
938	amn	2058290	2059774	+	100	amn
939	asnU	2063104	2063185	+	100	asnU
940	cbl	2063223	2064200	-	100	cbl
941	nac	2064275	2065237	-	100	nac
942	asnV	2047800	2047883	+	100	asnV
943	cobUST	2066647	2069133	-	100	cobUST
944	cobUST	2066647	2069231	-	100	cobUST
945	isrC-flu	2074576	2077917	+	100	isrC-flu
946	flu	2074733	2077917	+	100	flu
947	flu	2074762	2077917	+	100	flu
948	sbmC	2084048	2084562	-	100	sbmC
949	sbmC	2084048	2084584	-	100	sbmC
950	sbcB	2085987	2087442	+	100	sbcB
951	yeeED	2087485	2088811	-	100	yeeED
952	yefM-yoeB	2092470	2092992	-	100	yefM-yoeB
953	hisLGDCBHAFI	2093224	2100484	+	100	hisLGDCBHAFI
954	hisL	2093224	2093399	+	100	hisL
955	hisBHAFI	2096619	2100484	+	100	hisBHAFI
956	gnd	2103121	2104583	-	100	gnd
957	galF	2116693	2117610	-	100	galF
958	wza-wzb-wzc	2136749	2140452	-	100	wza-wzb-wzc
959	wza-wzb-wzc-wcaAB	2135326	2140842	-	100	wza-wzb-wzc-wcaAB
960	yegH	2141122	2142744	+	100	yegH
961	alkA	2149951	2150818	-	100	alkA
962	sibA	2156570	2156713	+	100	sibA
963	sibB	2156905	2157040	+	100	sibB
964	mdtABCD-baeSR	2157238	2168257	+	100	mdtABCD-baeSR
965	cyaR	2170373	2170459	+	100	cyaR
966	yegRZ	2170861	2171608	-	100	yegRZ
967	gatZABCD	2175092	2178104	-	100	gatZABCD
968	gatYZABCD	2175092	2178104	-	100	gatYZABCD
969	fbaB	2181968	2183123	-	100	fbaB
970	yegTUV	2183237	2186517	+	100	yegTUV
971	thiMD	2188172	2189907	-	100	thiMD
972	rcnAB	2190283	2191754	+	100	rcnAB
973	rcnR	2189980	2190359	-	100	rcnR
974	metG	2198214	2200822	+	100	metG
975	mrp	2197449	2198659	-	100	mrp
976	metG	2198725	2200822	+	100	metG
977	molR_1	2200901	2201754	+	100	molR_1
978	mlrA	2219296	2220053	+	100	mlrA
979	osmF-yehYXW	2220201	2223979	-	100	osmF-yehYXW
980	bglX	2224116	2226576	-	100	bglX
981	dusC	2233894	2234851	-	100	dusC
982	yohJK	2234965	2236170	+	100	yohJK
983	cdd	2236275	2237184	+	100	cdd
984	preTA	2238445	2240956	+	100	preTA
985	mglAC	2241199	2243847	-	100	mglAC
986	mglBAC	2241199	2245022	-	100	mglBAC
987	galS	2245084	2246166	-	100	galS
988	folE-yeiB	2246266	2248304	-	100	folE-yeiB
989	cirA	2249234	2251385	-	100	cirA
990	cirA	2249234	2251398	-	100	cirA
991	lysP	2251519	2253016	-	100	lysP
992	nfo	2255262	2256153	+	100	nfo
993	rihB	2258701	2259708	-	100	rihB
994	yeiL	2259746	2260470	+	100	yeiL
995	fruBKA	2264175	2268053	-	100	fruBKA
996	yeiW	2269497	2269786	-	100	yeiW
997	yeiP	2269873	2270478	+	100	yeiP
998	mepS	2274267	2275001	+	100	mepS
999	mepS	2274376	2275001	+	100	mepS
1000	yejG	2282349	2282733	-	100	yejG
1001	yejG	2282349	2282853	-	100	yejG
1002	radD	2285078	2286848	+	100	radD
1003	rplY	2286896	2287292	+	100	rplY
1004	proL	2290663	2290743	+	100	proL
1005	yejO	2290846	2293632	-	100	yejO
1006	narP	2294878	2295603	+	100	narP
1007	napFDAGHBC-ccmABCDEFGH	2295814	2308030	-	100	napFDAGHBC-ccmABCDEFGH
1008	napFDAGHBC-ccmABCDEFGH	2295814	2308033	-	100	napFDAGHBC-ccmABCDEFGH
1009	napFDAGHBC	2302113	2308151	-	100	napFDAGHBC
1010	yojI	2311428	2313097	-	100	yojI
1011	alkB	2313147	2313901	-	100	alkB
1012	ada-alkB	2313147	2314883	-	100	ada-alkB
1013	ompC	2316066	2317286	-	100	ompC
1014	ompC	2316066	2317320	-	100	ompC
1015	ompC	2316066	2317343	-	100	ompC
1016	micF	2317540	2317632	+	100	micF
1017	rcsDB	2317908	2321283	+	100	rcsDB
1018	rcsB	2320151	2321283	+	100	rcsB
1019	rcsB	2320431	2321283	+	100	rcsB
1020	atoDAEB	2329204	2333085	+	100	atoDAEB
1021	gyrA	2342585	2345249	-	100	gyrA
1022	ubiG	2345331	2346081	+	100	ubiG
1023	nrdAB-yfaE	2350547	2354560	+	100	nrdAB-yfaE
1024	inaA	2354614	2355291	-	100	inaA
1025	glpTQ	2355727	2358243	-	100	glpTQ
1026	glpABC	2358375	2362544	+	100	glpABC
1027	yfaY	2368223	2369447	-	100	yfaY
1028	elaB	2386514	2386845	-	100	elaB
1029	nuoABCEFGHIJKLMN	2395797	2410954	-	100	nuoABCEFGHIJKLMN
1030	nuoABCEFGHIJKLMN	2395797	2411127	-	100	nuoABCEFGHIJKLMN
1031	lrhA	2411495	2412448	-	100	lrhA
1032	alaA	2413976	2415346	+	100	alaA
1033	yfbR	2415399	2416029	+	100	yfbR
1034	yfbU-hxpA	2418007	2419162	-	100	yfbU-hxpA
1035	ackA	2420027	2421240	+	100	ackA
1036	hisJQMP	2430304	2433405	-	100	hisJQMP
1037	argT-hisJQMP	2430304	2434417	-	100	argT-hisJQMP
1038	cvpA-purF-ubiX	2434598	2437338	-	100	cvpA-purF-ubiX
1039	cvpA-purF-ubiX	2434598	2437368	-	100	cvpA-purF-ubiX
1040	accD	2439580	2440583	-	100	accD
1041	usg-truA-dedA	2440650	2443458	-	100	usg-truA-dedA
1042	pdxB-usg-truA-dedA	2440650	2444452	-	100	pdxB-usg-truA-dedA
1043	flk	2444480	2445513	+	100	flk
1044	fabB	2446851	2448209	-	100	fabB
1045	sixA	2462895	2463567	-	100	sixA
1046	fadIJ	2463583	2467079	-	100	fadIJ
1047	yfcZ	2467218	2467547	-	100	yfcZ
1048	fadL	2467773	2469214	+	100	fadL
1049	mlaA	2470820	2471703	-	100	mlaA
1050	argW	2472876	2472951	+	100	argW
1051	intS	2473083	2474270	+	100	intS
1052	dsdC	2483262	2484314	-	100	dsdC
1053	dsdXA	2484389	2487098	+	100	dsdXA
1054	dsdA	2485689	2487098	+	100	dsdA
1055	emrKY	2487206	2490016	-	100	emrKY
1056	evgAS	2490199	2494535	+	100	evgAS
1057	evgAS	2490209	2494535	+	100	evgAS
1058	frc	2498572	2500007	-	100	frc
1059	yfdX-frc-oxc-yfdVE	2494591	2501001	-	100	yfdX-frc-oxc-yfdVE
1060	lpxP	2502146	2503133	+	100	lpxP
1061	alaC	2503625	2504967	-	100	alaC
1062	glk	2514992	2516015	-	100	glk
1063	glk	2514992	2516029	-	100	glk
1064	mntH	2518036	2519302	-	100	mntH
1065	nupC	2519577	2520812	+	100	nupC
1066	alaWX	2524609	2524821	-	100	alaWX
1067	yfeCD	2524975	2525773	+	100	yfeCD
1068	gltX	2525776	2527298	-	100	gltX
1069	gltX	2525776	2527344	-	100	gltX
1070	gltX	2525776	2527352	-	100	gltX
1071	valUXY-lysV	2527492	2527896	+	100	valUXY-lysV
1072	xapR	2528057	2529073	-	100	xapR
1073	xapR	2527902	2529073	-	100	xapR
1074	xapR	2528057	2529131	-	100	xapR
1075	xapR	2527902	2529131	-	100	xapR
1076	xapAB	2529266	2531478	-	100	xapAB
1077	ligA-ypeB	2534509	2536769	-	100	ligA-ypeB
1078	cysK	2538912	2539992	+	100	cysK
1079	cysK	2538945	2539992	+	100	cysK
1080	ptsHI-crr	2540066	2542948	+	100	ptsHI-crr
1081	ptsHI-crr	2540069	2542948	+	100	ptsHI-crr
1082	ptsHI-crr	2540075	2542948	+	100	ptsHI-crr
1083	ptsHI-crr	2540169	2542948	+	100	ptsHI-crr
1084	ptsHI-crr	2540176	2542948	+	100	ptsHI-crr
1085	crr	2542048	2542948	+	100	crr
1086	crr	2542178	2542948	+	100	crr
1087	yfeKS	2543883	2545051	+	100	yfeKS
1088	pdxK	2542954	2543887	-	100	pdxK
1089	cysPUWAM	2545240	2550125	-	100	cysPUWAM
1090	ucpA	2550400	2551232	-	100	ucpA
1091	ucpA	2550400	2551239	-	100	ucpA
1092	murQP	2552301	2554665	+	100	murQP
1093	murQP	2552309	2554665	+	100	murQP
1094	murR	2551320	2552361	-	100	murR
1095	yfeYX	2556214	2557811	-	100	yfeYX
1096	amiA-hemF	2558809	2560692	+	100	amiA-hemF
1097	hemF	2559773	2560692	+	100	hemF
1098	talA-tktB	2578348	2581417	+	100	talA-tktB
1099	talA-tktB	2578366	2581417	+	100	talA-tktB
1100	talA	2578386	2579394	+	100	talA
1101	tktB	2579086	2581417	+	100	tktB
1102	narQ	2585355	2587209	+	100	narQ
1103	acrD	2587253	2590486	+	100	acrD
1104	acrD	2587328	2590486	+	100	acrD
1105	ypfM	2590585	2590748	-	100	ypfM
